index,dataset_name,ball_flying_issue,player_number_issue,success_label_issue,comments,manual_check_passed
790,men_imbalanced,X,,,,Red
791,men_imbalanced,X,,,,Red
792,men_imbalanced,,,,,Green
793,men_imbalanced,,,,,Green
794,men_imbalanced,,,,Missing game_id,Green
795,men_imbalanced,,,,,Green
796,men_imbalanced,,,,,Green
797,men_imbalanced,,,,,Green
798,men_imbalanced,,,,,Green
799,men_imbalanced,,,,,Green
800,men_imbalanced,,,,,Green
801,men_imbalanced,,,,,Green
802,men_imbalanced,X,,,,Red
803,men_imbalanced,,,,,Green
804,men_imbalanced,X,,,,Red
805,men_imbalanced,,,,,Green
806,men_imbalanced,,,,,Green
807,men_imbalanced,,,,,Green
808,men_imbalanced,,,,Missing game_id,Green
809,men_imbalanced,,,,,Green
810,men_imbalanced,,,,,Green
811,men_imbalanced,X,,,,Red
812,men_imbalanced,X,,,,Red
813,men_imbalanced,,,,,Green
814,men_imbalanced,,,,,Green
815,men_imbalanced,,,,,Green
816,men_imbalanced,,,,,Green
817,men_imbalanced,,,,,Green
818,men_imbalanced,,,,,Green
819,men_imbalanced,,,,,Green
820,men_imbalanced,,,,,Green
821,men_imbalanced,,,,,Green
822,men_imbalanced,,,,,Green
823,men_imbalanced,,,,,Green
824,men_imbalanced,,,,,Green
825,men_imbalanced,,,,,Green
826,men_imbalanced,,,,,Green
827,men_imbalanced,X,,,,Red
828,men_imbalanced,X,,,,Red
829,men_imbalanced,,,,,Green
830,men_imbalanced,,,,,Green
831,men_imbalanced,,,,,Green
832,men_imbalanced,X,,,,Red
833,men_imbalanced,,,,,Green
834,men_imbalanced,,,,,Green
835,men_imbalanced,X,,,,Red
836,men_imbalanced,,,,,Green
837,men_imbalanced,,,,,Green
838,men_imbalanced,,,,,Green
839,men_imbalanced,,,,Missing game_id,Green
840,men_imbalanced,,,,,Green
841,men_imbalanced,,,,,Green
842,men_imbalanced,,,,,Green
843,men_imbalanced,,,,,Green
844,men_imbalanced,X,,,,Red
845,men_imbalanced,X,,,,Red
846,men_imbalanced,,,,,Green
847,men_imbalanced,,,,,Green
848,men_imbalanced,,,,,Green
849,men_imbalanced,,,X,,Red
850,men_imbalanced,,,,,Green
851,men_imbalanced,,,,,Green
852,men_imbalanced,,,,,Green
853,men_imbalanced,,,,,Green
854,men_imbalanced,,,,,Green
855,men_imbalanced,,,,,Green
856,men_imbalanced,,,,,Green
857,men_imbalanced,,,,,Green
858,men_imbalanced,,,,,Green
859,men_imbalanced,,,,,Green
860,men_imbalanced,,,,,Green
861,men_imbalanced,,,,,Green
862,men_imbalanced,X,,,,Red
863,men_imbalanced,,,,,Green
864,men_imbalanced,,,,,Green
865,men_imbalanced,,,,,Green
866,men_imbalanced,X,,,,Red
867,men_imbalanced,,,,,Green
868,men_imbalanced,,,,,Green
869,men_imbalanced,,,,,Green
870,men_imbalanced,,,,,Green
871,men_imbalanced,,,,,Green
872,men_imbalanced,X,,,,Red
873,men_imbalanced,,,,,Green
874,men_imbalanced,,,,,Green
875,men_imbalanced,,,,,Green
876,men_imbalanced,,,,,Green
877,men_imbalanced,X,,,,Red
878,men_imbalanced,,,,,Green
879,men_imbalanced,,,,,Green
880,men_imbalanced,,,,,Green
881,men_imbalanced,,,,,Green
882,men_imbalanced,,,,,Green
883,men_imbalanced,,,,,Green
884,men_imbalanced,X,,,,Red
885,men_imbalanced,,,,Missing game_id,Green
886,men_imbalanced,X,,,,Red
887,men_imbalanced,,,,,Green
888,men_imbalanced,,,,,Green
889,men_imbalanced,,,,,Green
890,men_imbalanced,,,,,Green
891,men_imbalanced,,,,,Green
892,men_imbalanced,,,,,Green
893,men_imbalanced,,,,,Green
894,men_imbalanced,,,,,Green
895,men_imbalanced,,,,,Green
896,men_imbalanced,,,,,Green
897,men_imbalanced,,,,Missing game_id,Green
898,men_imbalanced,,,,,Green
899,men_imbalanced,,,,,Green
900,men_imbalanced,,,,,Green
901,men_imbalanced,,,,,Green
902,men_imbalanced,,,,,Green
903,men_imbalanced,,,,,Green
904,men_imbalanced,,,,,Green
905,men_imbalanced,,,,,Green
906,men_imbalanced,,,,,Green
907,men_imbalanced,,,,Missing game_id,Green
908,men_imbalanced,X,,,,Red
909,men_imbalanced,,,,,Green
910,men_imbalanced,,,,,Green
911,men_imbalanced,,,,,Green
912,men_imbalanced,,,,,Green
913,men_imbalanced,,,,,Green
914,men_imbalanced,,,X,,Red
915,men_imbalanced,,,,,Green
916,men_imbalanced,,,,,Green
917,men_imbalanced,,,,,Green
918,men_imbalanced,,,,,Green
919,men_imbalanced,,,,,Green
920,men_imbalanced,,,,,Green
921,men_imbalanced,,,,,Green
922,men_imbalanced,,,,,Green
923,men_imbalanced,,,,,Green
924,men_imbalanced,,,,Missing game_id,Green
925,men_imbalanced,X,,,,Red
926,men_imbalanced,,,,,Green
927,men_imbalanced,,,,,Green
928,men_imbalanced,,,,,Green
929,men_imbalanced,,,,,Green
930,men_imbalanced,,,,,Green
931,men_imbalanced,,,,Missing game_id,Green
932,men_imbalanced,,,,,Green
933,men_imbalanced,,,,,Green
934,men_imbalanced,,,,,Green
935,men_imbalanced,,,,,Green
936,men_imbalanced,,,,,Green
937,men_imbalanced,,,,,Green
938,men_imbalanced,,,,,Green
939,men_imbalanced,,,,,Green
940,men_imbalanced,,,,,Green
941,men_imbalanced,,,,,Green
942,men_imbalanced,,,,Missing game_id,Green
943,men_imbalanced,,,,,Green
944,men_imbalanced,X,,,,Red
945,men_imbalanced,X,,,,Red
946,men_imbalanced,,,,,Green
